Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.641205787658691	0	19.307692	9.779371	73.0	9.0	19.307692307692307	9.779370873147016	1004	1004
6.765064716339111	1	25.948717	13.450667	53.0	9.0	25.94871794871795	13.450667160936414	1012	2016
8.60792875289917	2	26.710526	12.879825	55.0	10.0	26.710526315789473	12.879824889984953	1015	3031
10.356686115264893	3	28.857143	14.40068	67.0	12.0	28.857142857142858	14.400680256041193	1010	4041
12.148887395858765	4	35.62069	13.689699	74.0	16.0	35.62068965517241	13.689698601511935	1033	5074
13.99306035041809	5	32.1875	16.123425	83.0	11.0	32.1875	16.12342531070864	1030	6104
15.857376337051392	6	34.266666	17.595327	95.0	9.0	34.266666666666666	17.595327662636908	1028	7132
17.74077081680298	7	41.44	19.417683	93.0	13.0	41.44	19.417682662975004	1036	8168
19.61397910118103	8	42.458332	16.995045	74.0	18.0	42.458333333333336	16.99504625537166	1019	9187
21.4026095867157	9	45.954544	19.30256	91.0	17.0	45.95454545454545	19.302560528986994	1011	10198
23.139013528823853	10	42.25	15.191143	76.0	16.0	42.25	15.19114325300546	1014	11212
24.98763370513916	11	50.0	25.511902	135.0	21.0	50.0	25.511901984312008	1050	12262
26.861637115478516	12	69.666664	34.609566	167.0	21.0	69.66666666666667	34.60956836226396	1045	13307
28.681493997573853	13	54.842106	24.303484	131.0	24.0	54.8421052631579	24.303482873415355	1042	14349
30.679271936416626	14	47.857143	15.188611	84.0	16.0	47.857142857142854	15.188610125716588	1005	15354
32.759724140167236	15	53.63158	27.536026	115.0	23.0	53.63157894736842	27.5360252574806	1019	16373
34.748517751693726	16	61.35294	28.408659	129.0	27.0	61.35294117647059	28.408658946071125	1043	17416
36.5301513671875	17	63.75	33.688835	139.0	29.0	63.75	33.688833461549244	1020	18436
38.33765888214111	18	51.85	15.922547	83.0	29.0	51.85	15.92254690682367	1037	19473
40.080987215042114	19	59.35294	23.965517	119.0	28.0	59.35294117647059	23.965517327219242	1009	20482
41.96587419509888	20	67.6	22.023624	120.0	33.0	67.6	22.023623680039577	1014	21496
43.8147714138031	21	64.3125	33.879784	159.0	25.0	64.3125	33.879785178628275	1029	22525
45.56461453437805	22	52.894737	20.493631	112.0	26.0	52.89473684210526	20.493631197706033	1005	23530
47.364301919937134	23	69.0	23.54853	127.0	38.0	69.0	23.548531447488042	1035	24565
49.22092294692993	24	70.73333	33.23345	143.0	32.0	70.73333333333333	33.23345035084714	1061	25626
50.99060559272766	25	63.5625	17.825434	119.0	45.0	63.5625	17.825433900749793	1017	26643
52.75963521003723	26	77.69231	24.798836	140.0	52.0	77.6923076923077	24.798835628325577	1010	27653
54.536088705062866	27	77.69231	37.82426	187.0	41.0	77.6923076923077	37.824258832302554	1010	28663
56.42160701751709	28	72.46667	29.124712	146.0	34.0	72.46666666666667	29.12471268337061	1087	29750
58.26461577415466	29	76.0	31.468805	151.0	36.0	76.0	31.468805415613005	1064	30814
60.048513889312744	30	73.5	26.688013	116.0	17.0	73.5	26.688012290165037	1029	31843
61.82698345184326	31	73.92857	17.97802	102.0	46.0	73.92857142857143	17.97801945914703	1035	32878
63.671329975128174	32	82.07692	38.36156	200.0	47.0	82.07692307692308	38.36156236984648	1067	33945
65.53024077415466	33	83.30769	47.13872	187.0	34.0	83.3076923076923	47.138722634344184	1083	35028
67.36085247993469	34	85.833336	27.428188	141.0	48.0	85.83333333333333	27.4281890681021	1030	36058
70.10835361480713	35	83.69231	27.666655	139.0	50.0	83.6923076923077	27.666654784817204	1088	37146
72.04403781890869	36	110.0	48.76064	200.0	51.0	110.0	48.760639864546484	1100	38246
73.83110904693604	37	104.5	35.418217	200.0	64.0	104.5	35.41821565240124	1045	39291
75.74767994880676	38	141.0	37.579914	200.0	92.0	141.0	37.579914848227105	1128	40419
77.50031661987305	39	148.71428	29.82671	200.0	106.0	148.71428571428572	29.82671039624089	1041	41460
79.33008885383606	40	151.85715	23.594362	182.0	116.0	151.85714285714286	23.594361138861554	1063	42523
81.201012134552	41	182.66667	24.574152	200.0	145.0	182.66666666666666	24.574150827422073	1096	43619
83.12562370300293	42	187.66667	27.57817	200.0	126.0	187.66666666666666	27.578171722497405	1126	44745
85.12837934494019	43	191.5	11.339458	200.0	170.0	191.5	11.339459128782702	1149	45894
87.13583207130432	44	196.83333	7.0808816	200.0	181.0	196.83333333333334	7.080881928749334	1181	47075
89.07243847846985	45	162.0	47.94342	200.0	70.0	162.0	47.94341903297499	1134	48209
91.018789768219	46	141.625	58.985035	200.0	70.0	141.625	58.9850351784247	1133	49342
92.95843172073364	47	162.14285	43.724556	200.0	97.0	162.14285714285714	43.724555282974315	1135	50477
94.80058288574219	48	175.66667	46.824734	200.0	72.0	175.66666666666666	46.824732306288254	1054	51531
96.6453025341034	49	153.0	51.837658	200.0	67.0	153.0	51.83765867728651	1071	52602
98.5626437664032	50	189.5	16.510098	200.0	156.0	189.5	16.51009792016187	1137	53739
100.31234741210938	51	143.0	36.142574	200.0	101.0	143.0	36.14257481538517	1001	54740
102.23017311096191	52	182.5	24.884735	200.0	143.0	182.5	24.88473427625861	1095	55835
104.26664471626282	53	199.0	2.236068	200.0	194.0	199.0	2.23606797749979	1194	57029
105.98957824707031	54	166.83333	49.7072	200.0	72.0	166.83333333333334	49.707198226771496	1001	58030
107.93591833114624	55	192.5	16.77051	200.0	155.0	192.5	16.77050983124842	1155	59185
